"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AT001","Vienna","GDP_PC","GDP per capita (US$)","2009","2009","USD","US Dollar","0","Units","2010","2010",46862.31,,
"AT001","Vienna","GDP_PC","GDP per capita (US$)","2010","2010","USD","US Dollar","0","Units","2010","2010",47076.79,,
"AT001","Vienna","GDP_PC","GDP per capita (US$)","2011","2011","USD","US Dollar","0","Units","2010","2010",47604.65,,
"AT001","Vienna","GDP_PC","GDP per capita (US$)","2012","2012","USD","US Dollar","0","Units","2010","2010",47307.24,,
"AT002","Graz","GDP","GDP (millions US$)","2000","2000","USD","US Dollar","6","Millions","2010","2010",21384.45,,
"AT002","Graz","GDP","GDP (millions US$)","2001","2001","USD","US Dollar","6","Millions","2010","2010",21638.06,,
"AT002","Graz","GDP","GDP (millions US$)","2002","2002","USD","US Dollar","6","Millions","2010","2010",21861.58,,
"AT002","Graz","GDP","GDP (millions US$)","2003","2003","USD","US Dollar","6","Millions","2010","2010",22505.88,,
"AT002","Graz","GDP","GDP (millions US$)","2004","2004","USD","US Dollar","6","Millions","2010","2010",23511.63,,
"AT002","Graz","GDP","GDP (millions US$)","2005","2005","USD","US Dollar","6","Millions","2010","2010",24096.2,,
"AT002","Graz","GDP","GDP (millions US$)","2006","2006","USD","US Dollar","6","Millions","2010","2010",24566.47,,
"AT002","Graz","GDP","GDP (millions US$)","2007","2007","USD","US Dollar","6","Millions","2010","2010",25551.49,,
"AT002","Graz","GDP","GDP (millions US$)","2008","2008","USD","US Dollar","6","Millions","2010","2010",25866.05,,
"AT002","Graz","GDP","GDP (millions US$)","2009","2009","USD","US Dollar","6","Millions","2010","2010",24902.89,,
"AT002","Graz","GDP","GDP (millions US$)","2010","2010","USD","US Dollar","6","Millions","2010","2010",25255.93,,
"AT002","Graz","GDP","GDP (millions US$)","2011","2011","USD","US Dollar","6","Millions","2010","2010",26341.14,,
"AT002","Graz","GDP","GDP (millions US$)","2012","2012","USD","US Dollar","6","Millions","2010","2010",26748.62,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,7.1,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,7.09,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,7.04,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,7.2,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,7.32,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,7.35,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,7.25,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,7.27,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,7.25,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,7.26,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,7.22,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,7.31,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,7.36,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2000","2000","USD","US Dollar","0","Units","2010","2010",38661.86,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2001","2001","USD","US Dollar","0","Units","2010","2010",38761.08,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2002","2002","USD","US Dollar","0","Units","2010","2010",38799.5,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2003","2003","USD","US Dollar","0","Units","2010","2010",39570.09,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2004","2004","USD","US Dollar","0","Units","2010","2010",40950.39,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2005","2005","USD","US Dollar","0","Units","2010","2010",41570.98,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2006","2006","USD","US Dollar","0","Units","2010","2010",41980.19,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2007","2007","USD","US Dollar","0","Units","2010","2010",43244.35,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2008","2008","USD","US Dollar","0","Units","2010","2010",43354.61,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2009","2009","USD","US Dollar","0","Units","2010","2010",41335.01,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2010","2010","USD","US Dollar","0","Units","2010","2010",41510.68,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2011","2011","USD","US Dollar","0","Units","2010","2010",42869.18,,
"AT002","Graz","GDP_PC","GDP per capita (US$)","2012","2012","USD","US Dollar","0","Units","2010","2010",43102.13,,
"AT003","Linz","GDP","GDP (millions US$)","2000","2000","USD","US Dollar","6","Millions","2010","2010",23292.8,,
"AT003","Linz","GDP","GDP (millions US$)","2001","2001","USD","US Dollar","6","Millions","2010","2010",23765.51,,
"AT003","Linz","GDP","GDP (millions US$)","2002","2002","USD","US Dollar","6","Millions","2010","2010",23847.71,,
"AT003","Linz","GDP","GDP (millions US$)","2003","2003","USD","US Dollar","6","Millions","2010","2010",24392.64,,
"AT003","Linz","GDP","GDP (millions US$)","2004","2004","USD","US Dollar","6","Millions","2010","2010",24788.9,,
"AT003","Linz","GDP","GDP (millions US$)","2005","2005","USD","US Dollar","6","Millions","2010","2010",25395.29,,
"AT003","Linz","GDP","GDP (millions US$)","2006","2006","USD","US Dollar","6","Millions","2010","2010",26214.82,,
"AT003","Linz","GDP","GDP (millions US$)","2007","2007","USD","US Dollar","6","Millions","2010","2010",27054.89,,
"AT003","Linz","GDP","GDP (millions US$)","2008","2008","USD","US Dollar","6","Millions","2010","2010",28189.91,,
"AT003","Linz","GDP","GDP (millions US$)","2009","2009","USD","US Dollar","6","Millions","2010","2010",26881.99,,
"AT003","Linz","GDP","GDP (millions US$)","2010","2010","USD","US Dollar","6","Millions","2010","2010",27364.35,,
"AT003","Linz","GDP","GDP (millions US$)","2011","2011","USD","US Dollar","6","Millions","2010","2010",28181.89,,
"AT003","Linz","GDP","GDP (millions US$)","2012","2012","USD","US Dollar","6","Millions","2010","2010",28421.62,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,7.73,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,7.78,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,7.68,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,7.8,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,7.72,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,7.74,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,7.73,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,7.7,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,7.9,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,7.83,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,7.83,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,7.82,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,7.82,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2000","2000","USD","US Dollar","0","Units","2010","2010",39992.44,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2001","2001","USD","US Dollar","0","Units","2010","2010",40643.35,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2002","2002","USD","US Dollar","0","Units","2010","2010",40622.54,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2003","2003","USD","US Dollar","0","Units","2010","2010",41384.92,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2004","2004","USD","US Dollar","0","Units","2010","2010",41888.29,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2005","2005","USD","US Dollar","0","Units","2010","2010",42740,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2006","2006","USD","US Dollar","0","Units","2010","2010",43940.66,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2007","2007","USD","US Dollar","0","Units","2010","2010",45163.52,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2008","2008","USD","US Dollar","0","Units","2010","2010",46865.63,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2009","2009","USD","US Dollar","0","Units","2010","2010",44506.17,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2010","2010","USD","US Dollar","0","Units","2010","2010",45117.43,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2011","2011","USD","US Dollar","0","Units","2010","2010",46271.57,,
"AT003","Linz","GDP_PC","GDP per capita (US$)","2012","2012","USD","US Dollar","0","Units","2010","2010",46469.25,,
"BE001","Brussels","GDP","GDP (millions US$)","2000","2000","USD","US Dollar","6","Millions","2010","2010",113625.39,,
"BE001","Brussels","GDP","GDP (millions US$)","2001","2001","USD","US Dollar","6","Millions","2010","2010",116039.1,,
"BE001","Brussels","GDP","GDP (millions US$)","2002","2002","USD","US Dollar","6","Millions","2010","2010",118326.82,,
"BE001","Brussels","GDP","GDP (millions US$)","2003","2003","USD","US Dollar","6","Millions","2010","2010",118983.26,,
"BE001","Brussels","GDP","GDP (millions US$)","2004","2004","USD","US Dollar","6","Millions","2010","2010",123098.84,,
"BE001","Brussels","GDP","GDP (millions US$)","2005","2005","USD","US Dollar","6","Millions","2010","2010",125730.29,,
"BE001","Brussels","GDP","GDP (millions US$)","2006","2006","USD","US Dollar","6","Millions","2010","2010",128037.98,,
"BE001","Brussels","GDP","GDP (millions US$)","2007","2007","USD","US Dollar","6","Millions","2010","2010",131270.8,,
"BE001","Brussels","GDP","GDP (millions US$)","2008","2008","USD","US Dollar","6","Millions","2010","2010",132818.2,,
"BE001","Brussels","GDP","GDP (millions US$)","2009","2009","USD","US Dollar","6","Millions","2010","2010",131649.69,,
"BE001","Brussels","GDP","GDP (millions US$)","2010","2010","USD","US Dollar","6","Millions","2010","2010",135785.09,,
"BE001","Brussels","GDP","GDP (millions US$)","2011","2011","USD","US Dollar","6","Millions","2010","2010",136007,,
"BE001","Brussels","GDP","GDP (millions US$)","2012","2012","USD","US Dollar","6","Millions","2010","2010",134939.93,,
"BE001","Brussels","GDP","GDP (millions US$)","2013","2013","USD","US Dollar","6","Millions","2010","2010",135287.83,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,30.81,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,31.17,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,31.3,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,31.2,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,31.2,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,31.28,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,31.04,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,30.89,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,30.96,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,31.51,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,31.71,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,31.25,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,30.98,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,30.97,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2000","2000","USD","US Dollar","0","Units","2010","2010",50468.28,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2001","2001","USD","US Dollar","0","Units","2010","2010",51040.39,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2002","2002","USD","US Dollar","0","Units","2010","2010",51540.13,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2003","2003","USD","US Dollar","0","Units","2010","2010",51320.2,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2004","2004","USD","US Dollar","0","Units","2010","2010",52575.36,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2005","2005","USD","US Dollar","0","Units","2010","2010",53171.57,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2006","2006","USD","US Dollar","0","Units","2010","2010",53613.74,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2007","2007","USD","US Dollar","0","Units","2010","2010",54423.96,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2008","2008","USD","US Dollar","0","Units","2010","2010",54519.18,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2009","2009","USD","US Dollar","0","Units","2010","2010",53501.72,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2010","2010","USD","US Dollar","0","Units","2010","2010",54631.33,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2011","2011","USD","US Dollar","0","Units","2010","2010",54172.54,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2012","2012","USD","US Dollar","0","Units","2010","2010",53207.53,,
"BE001","Brussels","GDP_PC","GDP per capita (US$)","2013","2013","USD","US Dollar","0","Units","2010","2010",52807,,
"BE002","Antwerp","GDP","GDP (millions US$)","2000","2000","USD","US Dollar","6","Millions","2010","2010",41746.89,,
"BE002","Antwerp","GDP","GDP (millions US$)","2001","2001","USD","US Dollar","6","Millions","2010","2010",41426.37,,
"BE002","Antwerp","GDP","GDP (millions US$)","2002","2002","USD","US Dollar","6","Millions","2010","2010",42449.62,,
"BE002","Antwerp","GDP","GDP (millions US$)","2003","2003","USD","US Dollar","6","Millions","2010","2010",42578.12,,
"BE002","Antwerp","GDP","GDP (millions US$)","2004","2004","USD","US Dollar","6","Millions","2010","2010",44469.54,,
"BE002","Antwerp","GDP","GDP (millions US$)","2005","2005","USD","US Dollar","6","Millions","2010","2010",45815.53,,
"BE002","Antwerp","GDP","GDP (millions US$)","2006","2006","USD","US Dollar","6","Millions","2010","2010",46709.39,,
"BE002","Antwerp","GDP","GDP (millions US$)","2007","2007","USD","US Dollar","6","Millions","2010","2010",48095.52,,
"BE002","Antwerp","GDP","GDP (millions US$)","2008","2008","USD","US Dollar","6","Millions","2010","2010",48497.24,,
"BE002","Antwerp","GDP","GDP (millions US$)","2009","2009","USD","US Dollar","6","Millions","2010","2010",46502.81,,
"BE002","Antwerp","GDP","GDP (millions US$)","2010","2010","USD","US Dollar","6","Millions","2010","2010",47672.72,,
"BE002","Antwerp","GDP","GDP (millions US$)","2011","2011","USD","US Dollar","6","Millions","2010","2010",48734.29,,
"BE002","Antwerp","GDP","GDP (millions US$)","2012","2012","USD","US Dollar","6","Millions","2010","2010",49311.67,,
"BE002","Antwerp","GDP","GDP (millions US$)","2013","2013","USD","US Dollar","6","Millions","2010","2010",49376.74,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,11.32,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,11.13,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,11.23,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,11.16,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,11.27,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,11.4,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,11.32,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,11.32,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2008","2008","PC","Percentage","0","Units",,,11.31,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2009","2009","PC","Percentage","0","Units",,,11.13,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2010","2010","PC","Percentage","0","Units",,,11.13,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2011","2011","PC","Percentage","0","Units",,,11.2,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2012","2012","PC","Percentage","0","Units",,,11.32,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2013","2013","PC","Percentage","0","Units",,,11.3,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2000","2000","USD","US Dollar","0","Units","2010","2010",42272.81,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2001","2001","USD","US Dollar","0","Units","2010","2010",41680.25,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2002","2002","USD","US Dollar","0","Units","2010","2010",42436.25,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2003","2003","USD","US Dollar","0","Units","2010","2010",42291.13,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2004","2004","USD","US Dollar","0","Units","2010","2010",43885.34,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2005","2005","USD","US Dollar","0","Units","2010","2010",44921.77,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2006","2006","USD","US Dollar","0","Units","2010","2010",45501.86,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2007","2007","USD","US Dollar","0","Units","2010","2010",46547.9,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2008","2008","USD","US Dollar","0","Units","2010","2010",46631.6,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2009","2009","USD","US Dollar","0","Units","2010","2010",44422.34,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2010","2010","USD","US Dollar","0","Units","2010","2010",45242.08,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2011","2011","USD","US Dollar","0","Units","2010","2010",45946.48,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2012","2012","USD","US Dollar","0","Units","2010","2010",46185.46,,
"BE002","Antwerp","GDP_PC","GDP per capita (US$)","2013","2013","USD","US Dollar","0","Units","2010","2010",45941.89,,
"BE003","Ghent","GDP","GDP (millions US$)","2000","2000","USD","US Dollar","6","Millions","2010","2010",16781.54,,
"BE003","Ghent","GDP","GDP (millions US$)","2001","2001","USD","US Dollar","6","Millions","2010","2010",16955.58,,
"BE003","Ghent","GDP","GDP (millions US$)","2002","2002","USD","US Dollar","6","Millions","2010","2010",17426.33,,
"BE003","Ghent","GDP","GDP (millions US$)","2003","2003","USD","US Dollar","6","Millions","2010","2010",17722.53,,
"BE003","Ghent","GDP","GDP (millions US$)","2004","2004","USD","US Dollar","6","Millions","2010","2010",18410.98,,
"BE003","Ghent","GDP","GDP (millions US$)","2005","2005","USD","US Dollar","6","Millions","2010","2010",18720.32,,
"BE003","Ghent","GDP","GDP (millions US$)","2006","2006","USD","US Dollar","6","Millions","2010","2010",19310.15,,
"BE003","Ghent","GDP","GDP (millions US$)","2007","2007","USD","US Dollar","6","Millions","2010","2010",20161.89,,
"BE003","Ghent","GDP","GDP (millions US$)","2008","2008","USD","US Dollar","6","Millions","2010","2010",20251.43,,
"BE003","Ghent","GDP","GDP (millions US$)","2009","2009","USD","US Dollar","6","Millions","2010","2010",19946.79,,
"BE003","Ghent","GDP","GDP (millions US$)","2010","2010","USD","US Dollar","6","Millions","2010","2010",20381.6,,
"BE003","Ghent","GDP","GDP (millions US$)","2011","2011","USD","US Dollar","6","Millions","2010","2010",20843.99,,
"BE003","Ghent","GDP","GDP (millions US$)","2012","2012","USD","US Dollar","6","Millions","2010","2010",20982.94,,
"BE003","Ghent","GDP","GDP (millions US$)","2013","2013","USD","US Dollar","6","Millions","2010","2010",21132.87,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2000","2000","PC","Percentage","0","Units",,,4.55,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2001","2001","PC","Percentage","0","Units",,,4.56,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2002","2002","PC","Percentage","0","Units",,,4.61,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2003","2003","PC","Percentage","0","Units",,,4.65,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2004","2004","PC","Percentage","0","Units",,,4.67,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2005","2005","PC","Percentage","0","Units",,,4.66,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2006","2006","PC","Percentage","0","Units",,,4.68,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as a share of national value (%)","2007","2007","PC","Percentage","0","Units",,,4.74,,
