"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","US049","Dover, DE","","","","","","","","","","","","","","","","","",""
"","","","","US050","Duluth, MN-WI","","","","","","","","","","","","","","","","","",""
"","","","","US051","El Paso, TX","","","","","","","","","","","","","","","","","",""
"","","","","US052","Erie, PA","","","","","","","","","","","","","","","","","",""
"","","","","US053","Eugene-Springfield, OR","","","","","","","","","","","","","","","","","",""
"","","","","US054","Evansville, IN-KY","","","","","","","","","","","","","","","","","",""
"","","","","US055","Fargo-Wahpeton, ND-MN","","","","","","","","","","","","","","","","","",""
"","","","","US056","Farmington, NM","","","","","","","","","","","","","","","","","",""
"","","","","US057","Fayetteville-Springdale-Rogers, AR-MO","","","","","","","","","","","","","","","","","",""
"","","","","US058","Flagstaff, AZ","","","","","","","","","","","","","","","","","",""
"","","","","US059","Fort Smith, AR-OK","","","","","","","","","","","","","","","","","",""
"","","","","US060","Fort Wayne-Huntington-Auburn, IN","","","","","","","","","","","","","","","","","",""
"","","","","US061","Fresno-Madera, CA","","","","","","","","","","","","","","","","","",""
"","","","","US062","Gainesville, FL","","","","","","","","","","","","","","","","","",""
"","","","","US063","Grand Forks, ND-MN","","","","","","","","","","","","","","","","","",""
"","","","","US064","Grand Rapids-Muskegon-Holland, MI","","","","","","","","","","","","","","","","","",""
"","","","","US065","Great Falls, MT","","","","","","","","","","","","","","","","","",""
"","","","","US066","Greensboro--Winston-Salem--High Point, NC","","","","","","","","","","","","","","","","","",""
"","","","","US067","Greenville, NC","","","","","","","","","","","","","","","","","",""
"","","","","US068","Greenville-Spartanburg-Anderson, SC","","","","","","","","","","","","","","","","","",""
"","","","","US069","Gulfport-Biloxi-Pascagoula, MS","","","","","","","","","","","","","","","","","",""
"","","","","US070","Harrisburg-Carlisle-Lebanon, PA","","","","","","","","","","","","","","","","","",""
"","","","","US071","Harrisonburg, VA","","","","","","","","","","","","","","","","","",""
"","","","","US072","Hartford-West Hartford-Willimantic, CT","","","","","","","","","","","","","","","","","",""
"","","","","US073","Helena, MT","","","","","","","","","","","","","","","","","",""
"","","","","US074","Honolulu, HI","","","","","","","","","","","","","","","","","",""
"","","","","US075","Houston-Baytown-Huntsville, TX","","","","","","","","","","","","","","","","","",""
"","","","","US076","Huntsville-Decatur, AL","","","","","","","","","","","","","","","","","",""
"","","","","US077","Idaho Falls-Blackfoot, ID","","","","","","","","","","","","","","","","","",""
"","","","","US078","Indianapolis-Anderson-Columbus, IN","","","","","","","","","","","","","","","","","",""
"","","","","US079","Jacksonville, FL","","","","","","","","","","","","","","","","","",""
"","","","","US080","Jackson-Yazoo City, MS","","","","","","","","","","","","","","","","","",""
"","","","","US081","Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA","","","","","","","","","","","","","","","","","",""
"","","","","US082","Jonesboro, AR","","","","","","","","","","","","","","","","","",""
"","","","","US083","Joplin, MO","","","","","","","","","","","","","","","","","",""
"","","","","US084","Kansas City-Overland Park-Kansas City, MO-KS","","","","","","","","","","","","","","","","","",""
"","","","","US085","Kearney, NE","","","","","","","","","","","","","","","","","",""
"","","","","US086","Kennewick-Richland-Pasco, WA","","","","","","","","","","","","","","","","","",""
"","","","","US087","Killeen-Temple-Fort Hood, TX","","","","","","","","","","","","","","","","","",""
"","","","","US088","Knoxville-Sevierville-La Follette, TN","","","","","","","","","","","","","","","","","",""
"","","","","US089","La Crosse, WI-MN","","","","","","","","","","","","","","","","","",""
"","","","","US090","Lafayette-Acadiana, LA","","","","","","","","","","","","","","","","","",""
"","","","","US091","Lake Charles-Jennings, LA","","","","","","","","","","","","","","","","","",""
"","","","","US092","Las Vegas-Paradise-Pahrump, NV","","","","","","","","","","","","","","","","","",""
"","","","","US093","Lewiston, ID-WA","","","","","","","","","","","","","","","","","",""
"","","","","US094","Lexington-Fayette--Frankfort--Richmond, KY","","","","","","","","","","","","","","","","","",""
"","","","","US095","Lincoln, NE","","","","","","","","","","","","","","","","","",""
"","","","","US096","Little Rock-North Little Rock-Pine Bluff, AR","","","","","","","","","","","","","","","","","",""
"","","","","US097","Los Angeles-Long Beach-Riverside, CA","","","","","","","","","","","","","","","","","",""
"","","","","US098","Louisville-Elizabethtown-Scottsburg, KY-IN","","","","","","","","","","","","","","","","","",""
"","","","","US099","Lubbock-Levelland, TX","","","","","","","","","","","","","","","","","",""
"","","","","US100","Macon-Warner Robins-Fort Valley, GA","","","","","","","","","","","","","","","","","",""
"","","","","US101","Madison-Baraboo, WI","","","","","","","","","","","","","","","","","",""
"","","","","US102","Marinette, WI-MI","","","","","","","","","","","","","","","","","",""
"","","","","US103","Mason City, IA","","","","","","","","","","","","","","","","","",""
"","","","","US104","McAllen-Edinburg-Pharr, TX","","","","","","","","","","","","","","","","","",""
"","","","","US105","Memphis, TN-MS-AR","","","","","","","","","","","","","","","","","",""
"","","","","US106","Miami-Fort Lauderdale-Miami Beach, FL","","","","","","","","","","","","","","","","","",""
"","","","","US107","Midland-Odessa, TX","","","","","","","","","","","","","","","","","",""
"","","","","US108","Milwaukee-Racine-Waukesha, WI","","","","","","","","","","","","","","","","","",""
"","","","","US109","Minneapolis-St. Paul-St. Cloud, MN-WI","","","","","","","","","","","","","","","","","",""
"","","","","US110","Minot, ND","","","","","","","","","","","","","","","","","",""
"","","","","US111","Missoula, MT","","","","","","","","","","","","","","","","","",""
"","","","","US112","Mobile-Daphne-Fairhope, AL","","","","","","","","","","","","","","","","","",""
"","","","","US113","Monroe-Bastrop, LA","","","","","","","","","","","","","","","","","",""
"","","","","US114","Montgomery-Alexander City, AL","","","","","","","","","","","","","","","","","",""
"","","","","US115","Myrtle Beach-Conway-Georgetown, SC","","","","","","","","","","","","","","","","","",""
"","","","","US116","Nashville-Davidson--Murfreesboro--Columbia, TN","","","","","","","","","","","","","","","","","",""
"","","","","US117","New Orleans-Metairie-Bogalusa, LA","","","","","","","","","","","","","","","","","",""
"","","","","US118","New York-Newark-Bridgeport, NY-NJ-CT-PA","","","","","","","","","","","","","","","","","",""
"","","","","US119","Oklahoma City-Shawnee, OK","","","","","","","","","","","","","","","","","",""
"","","","","US120","Omaha-Council Bluffs-Fremont, NE-IA","","","","","","","","","","","","","","","","","",""
"","","","","US121","Orlando-The Villages, FL","","","","","","","","","","","","","","","","","",""
"","","","","US122","Paducah, KY-IL","","","","","","","","","","","","","","","","","",""
"","","","","US123","Panama City-Lynn Haven, FL","","","","","","","","","","","","","","","","","",""
"","","","","US124","Pendleton-Hermiston, OR","","","","","","","","","","","","","","","","","",""
"","","","","US125","Pensacola-Ferry Pass-Brent, FL","","","","","","","","","","","","","","","","","",""
"","","","","US126","Peoria-Canton, IL","","","","","","","","","","","","","","","","","",""
"","","","","US127","Philadelphia-Camden-Vineland, PA-NJ-DE-MD","","","","","","","","","","","","","","","","","",""
"","","","","US128","Phoenix-Mesa-Scottsdale, AZ","","","","","","","","","","","","","","","","","",""
"","","","","US129","Pittsburgh-New Castle, PA","","","","","","","","","","","","","","","","","",""
"","","","","US130","Portland-Lewiston-South Portland, ME","","","","","","","","","","","","","","","","","",""
"","","","","US131","Portland-Vancouver-Beaverton, OR-WA","","","","","","","","","","","","","","","","","",""
"","","","","US132","Pueblo, CO","","","","","","","","","","","","","","","","","",""
"","","","","US133","Raleigh-Durham-Cary, NC","","","","","","","","","","","","","","","","","",""
"","","","","US134","Rapid City, SD","","","","","","","","","","","","","","","","","",""
"","","","","US135","Redding, CA","","","","","","","","","","","","","","","","","",""
"","","","","US136","Reno-Sparks, NV","","","","","","","","","","","","","","","","","",""
"","","","","US137","Richmond, VA","","","","","","","","","","","","","","","","","",""
"","","","","US138","Roanoke, VA","","","","","","","","","","","","","","","","","",""
"","","","","US139","Rochester-Batavia-Seneca Falls, NY","","","","","","","","","","","","","","","","","",""
"","","","","US140","Sacramento--Arden-Arcade--Truckee, CA-NV","","","","","","","","","","","","","","","","","",""
"","","","","US141","Salina, KS","","","","","","","","","","","","","","","","","",""
"","","","","US142","Salt Lake City-Ogden-Clearfield, UT","","","","","","","","","","","","","","","","","",""
"","","","","US143","San Angelo, TX","","","","","","","","","","","","","","","","","",""
"","","","","US144","San Antonio, TX","","","","","","","","","","","","","","","","","",""
"","","","","US145","San Diego-Carlsbad-San Marcos, CA","","","","","","","","","","","","","","","","","",""
"","","","","US146","San Jose-San Francisco-Oakland, CA","","","","","","","","","","","","","","","","","",""
"","","","","US147","Santa Fe-Espanola, NM","","","","","","","","","","","","","","","","","",""
"","","","","US148","Sarasota-Bradenton-Venice, FL","","","","","","","","","","","","","","","","","",""
"","","","","US149","Savannah-Hinesville-Fort Stewart, GA","","","","","","","","","","","","","","","","","",""
"","","","","US150","Scotts Bluff, NE","","","","","","","","","","","","","","","","","",""
"","","","","CA6104","Region 4, NT","","","","","","","","","","","","","","","","","",""
"","","","","CA6105","Region 5, NT","","","","","","","","","","","","","","","","","",""
"","","","","CA6106","Region 6, NT","","","","","","","","","","","","","","","","","",""
"","","","","CA6107","Inuvik, NT","","","","","","","","","","","","","","","","","",""
"","","","","CA62","Nunavut","","","","","","","","","","","","","","","","","",""
"","","","","CA6204","Baffin, NU","","","","","","","","","","","","","","","","","",""
"","","","","CA6205","Keewatin, NU","","","","","","","","","","","","","","","","","",""
"","","","","CA6208","Kitikmeot, NU","","","","","","","","","","","","","","","","","",""
"","","","","CHL","Chile","","","","","","","","","","","","","","","","","",""
"","","","","CL01","Tarapacá","","","","","","","","","","","","","","","","","",""
"","","","","CL011","Iquique","","","","","","","","","","","","","","","","","",""
"","","","","CL012","Tamarugal","","","","","","","","","","","","","","","","","",""
"","","","","CL02","Antofagasta","","","","","","","","","","","","","","","","","",""
"","","","","CL021","Antofagasta","","","","","","","","","","","","","","","","","",""
"","","","","CL022","El Loa","","","","","","","","","","","","","","","","","",""
"","","","","CL023","Tocopilla","","","","","","","","","","","","","","","","","",""
"","","","","CL03","Atacama","","","","","","","","","","","","","","","","","",""
"","","","","CL031","Copiapó","","","","","","","","","","","","","","","","","",""
"","","","","CL032","Chañaral","","","","","","","","","","","","","","","","","",""
"","","","","CL033","Huasco","","","","","","","","","","","","","","","","","",""
"","","","","CL04","Coquimbo","","","","","","","","","","","","","","","","","",""
"","","","","CL041","Elqui","","","","","","","","","","","","","","","","","",""
"","","","","CL042","Choapa","","","","","","","","","","","","","","","","","",""
"","","","","CL043","Limarí","","","","","","","","","","","","","","","","","",""
"","","","","CL05","Valparaíso","","","","","","","","","","","","","","","","","",""
"","","","","CL051","Valparaíso","","","","","","","","","","","","","","","","","",""
"","","","","CL052","Isla de Pascua","","","","","","","","","","","","","","","","","",""
"","","","","CL053","Los Andes","","","","","","","","","","","","","","","","","",""
"","","","","CL054","Petorca","","","","","","","","","","","","","","","","","",""
"","","","","CL055","Quillota","","","","","","","","","","","","","","","","","",""
"","","","","CL056","San Antonio","","","","","","","","","","","","","","","","","",""
"","","","","CL057","San Felipe de Aconcagua","","","","","","","","","","","","","","","","","",""
"","","","","CL058","Marga Marga","","","","","","","","","","","","","","","","","",""
"","","","","CL06","O'Higgins","","","","","","","","","","","","","","","","","",""
"","","","","CL061","Cachapoal","","","","","","","","","","","","","","","","","",""
"","","","","CL062","Cardenal Caro","","","","","","","","","","","","","","","","","",""
"","","","","CL063","Colchagua","","","","","","","","","","","","","","","","","",""
"","","","","CL07","Maule","","","","","","","","","","","","","","","","","",""
"","","","","CL071","Talca","","","","","","","","","","","","","","","","","",""
"","","","","CL072","Cauquenes","","","","","","","","","","","","","","","","","",""
"","","","","CL073","Curicó","","","","","","","","","","","","","","","","","",""
"","","","","CL074","Linares","","","","","","","","","","","","","","","","","",""
"","","","","CL08","Biobío","","","","","","","","","","","","","","","","","",""
"","","","","CL081","Concepción","","","","","","","","","","","","","","","","","",""
"","","","","CL082","Arauco","","","","","","","","","","","","","","","","","",""
"","","","","CL083","Biobío","","","","","","","","","","","","","","","","","",""
"","","","","CL084","Ñuble","","","","","","","","","","","","","","","","","",""
"","","","","CL09","Araucanía","","","","","","","","","","","","","","","","","",""
"","","","","CL091","Cautín","","","","","","","","","","","","","","","","","",""
"","","","","CL092","Malleco","","","","","","","","","","","","","","","","","",""
"","","","","CL10","Los Lagos","","","","","","","","","","","","","","","","","",""
"","","","","CL101","Llanquihue","","","","","","","","","","","","","","","","","",""
"","","","","CL102","Chiloé","","","","","","","","","","","","","","","","","",""
"","","","","CL103","Osorno","","","","","","","","","","","","","","","","","",""
"","","","","CL104","Palena","","","","","","","","","","","","","","","","","",""
"","","","","CL11","Aysén","","","","","","","","","","","","","","","","","",""
"","","","","CL111","Coyhaique","","","","","","","","","","","","","","","","","",""
"","","","","CL112","Aysén","","","","","","","","","","","","","","","","","",""
"","","","","CL113","Capitán Prat","","","","","","","","","","","","","","","","","",""
"","","","","CL114","General Carrera","","","","","","","","","","","","","","","","","",""
"","","","","CL12","Magallanes y Antártica","","","","","","","","","","","","","","","","","",""
"","","","","CL121","Magallanes","","","","","","","","","","","","","","","","","",""
"","","","","CL122","Antártica Chilena","","","","","","","","","","","","","","","","","",""
"","","","","CL123","Tierra del Fuego","","","","","","","","","","","","","","","","","",""
"","","","","CL124","Última Esperanza","","","","","","","","","","","","","","","","","",""
"","","","","CL13","Santiago Metropolitan","","","","","","","","","","","","","","","","","",""
"","","","","CL131","Santiago","","","","","","","","","","","","","","","","","",""
"","","","","CL132","Cordillera","","","","","","","","","","","","","","","","","",""
"","","","","CL133","Chacabuco","","","","","","","","","","","","","","","","","",""
"","","","","CL134","Maipo","","","","","","","","","","","","","","","","","",""
"","","","","CL135","Melipilla","","","","","","","","","","","","","","","","","",""
"","","","","CL136","Talagante","","","","","","","","","","","","","","","","","",""
"","","","","CL14","Los Ríos","","","","","","","","","","","","","","","","","",""
"","","","","CL141","Valdivia","","","","","","","","","","","","","","","","","",""
"","","","","CL142","Ranco","","","","","","","","","","","","","","","","","",""
"","","","","CL15","Arica y Parinacota","","","","","","","","","","","","","","","","","",""
"","","","","CL151","Arica","","","","","","","","","","","","","","","","","",""
"","","","","CL152","Parinacota","","","","","","","","","","","","","","","","","",""
"","","","","CZE","Czech Republic","","","","","","","","","","","","","","","","","",""
"","","","","CZ01","Prague","","","","","","","","","","","","","","","","","",""
"","","","","CZ010","Prague","","","","","","","","","","","","","","","","","",""
"","","","","CZ02","Central Bohemian Region","","","","","","","","","","","","","","","","","",""
"","","","","CZ020","Central Bohemia","","","","","","","","","","","","","","","","","",""
"","","","","CZ03","Southwest","","","","","","","","","","","","","","","","","",""
"","","","","CZ031","South Bohemia","","","","","","","","","","","","","","","","","",""
"","","","","CZ032","Plzen","","","","","","","","","","","","","","","","","",""
"","","","","CZ04","Northwest","","","","","","","","","","","","","","","","","",""
"","","","","CZ041","Karlovy Vary","","","","","","","","","","","","","","","","","",""
"","","","","CZ042","Ústí nad Labem","","","","","","","","","","","","","","","","","",""
"","","","","CZ05","Northeast","","","","","","","","","","","","","","","","","",""
"","","","","CZ051","Liberec","","","","","","","","","","","","","","","","","",""
"","","","","CZ052","Hradec Králové","","","","","","","","","","","","","","","","","",""
"","","","","CZ053","Pardubice","","","","","","","","","","","","","","","","","",""
"","","","","CZ06","Southeast","","","","","","","","","","","","","","","","","",""
"","","","","CZ063","Vysocina","","","","","","","","","","","","","","","","","",""
"","","","","CZ064","South Moravia","","","","","","","","","","","","","","","","","",""
"","","","","CZ07","Central Moravia","","","","","","","","","","","","","","","","","",""
"","","","","CZ071","Olomouc","","","","","","","","","","","","","","","","","",""
"","","","","CZ072","Zlín","","","","","","","","","","","","","","","","","",""
"","","","","CZ08","Moravia-Silesia","","","","","","","","","","","","","","","","","",""
"","","","","CZ080","Moravia-Silesia","","","","","","","","","","","","","","","","","",""
"","","","","DNK","Denmark","","","","","","","","","","","","","","","","","",""
"","","","","DK01","Capital (DK)","","","","","","","","","","","","","","","","","",""
"","","","","DK011","City of Copenhagen","","","","","","","","","","","","","","","","","",""
"","","","","DK012","Copenhagen suburbs","","","","","","","","","","","","","","","","","",""
"","","","","DK013","North Zealand","","","","","","","","","","","","","","","","","",""
"","","","","DK014","Bornholm","","","","","","","","","","","","","","","","","",""
"","","","","DK02","Zealand","","","","","","","","","","","","","","","","","",""
"","","","","DK021","East Zealand","","","","","","","","","","","","","","","","","",""
"","","","","DK022","West and South Zealand","","","","","","","","","","","","","","","","","",""
"","","","","DK03","Southern Denmark","","","","","","","","","","","","","","","","","",""
"","","","","DK031","Fyn","","","","","","","","","","","","","","","","","",""
"","","","","DK032","South Jutland","","","","","","","","","","","","","","","","","",""
"","","","","DK04","Central Jutland","","","","","","","","","","","","","","","","","",""
"","","","","DK041","West Jutland","","","","","","","","","","","","","","","","","",""
"","","","","DK042","East Jutland","","","","","","","","","","","","","","","","","",""
"","","","","DK05","Northern Jutland","","","","","","","","","","","","","","","","","",""
"","","","","DK050","North Jutland","","","","","","","","","","","","","","","","","",""
"","","","","EST","Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE00","Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE001","North Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE004","West Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE006","Central Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE007","Northeast Estonia","","","","","","","","","","","","","","","","","",""
"","","","","EE008","Southern Estonia","","","","","","","","","","","","","","","","","",""
"","","","","FI19","Western Finland","","","","","","","","","","","","","","","","","",""
"","","","","FI193","Central Finland","","","","","","","","","","","","","","","","","",""
"","","","","FI194","Southern Ostrobothnia","","","","","","","","","","","","","","","","","",""
"","","","","FI195","Ostrobothnia","","","","","","","","","","","","","","","","","",""
"","","","","FI196","Satakunta","","","","","","","","","","","","","","","","","",""
"","","","","FI197","Pirkanmaa","","","","","","","","","","","","","","","","","",""
"","","","","FI1B","Helsinki-Uusimaa","","","","","","","","","","","","","","","","","",""
"","","","","FI1B1","Helsinki-Uusimaa","","","","","","","","","","","","","","","","","",""
"","","","","FI1C","Southern Finland","","","","","","","","","","","","","","","","","",""
"","","","","FI1C1","Finland Proper","","","","","","","","","","","","","","","","","",""
"","","","","FI1C2","Tavastia Proper","","","","","","","","","","","","","","","","","",""
"","","","","FI1C3","Päijät-Häme","","","","","","","","","","","","","","","","","",""
"","","","","FI1C4","Kymenlaakso","","","","","","","","","","","","","","","","","",""
"","","","","FI1C5","South Karelia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D","Eastern and Northern Finland","","","","","","","","","","","","","","","","","",""
"","","","","FI1D1","Southern Savonia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D2","Northern Savonia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D3","North Karelia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D4","Kainuu","","","","","","","","","","","","","","","","","",""
"","","","","FI1D5","Central Ostrobothnia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D6","North Ostrobothnia","","","","","","","","","","","","","","","","","",""
"","","","","FI1D7","Lapland","","","","","","","","","","","","","","","","","",""
"","","","","JPB02","Aomori","","","","","","","","","","","","","","","","","",""
"","","","","JPB03","Iwate","","","","","","","","","","","","","","","","","",""
"","","","","JPB04","Miyagi","","","","","","","","","","","","","","","","","",""
"","","","","JPB05","Akita","","","","","","","","","","","","","","","","","",""
"","","","","JPB06","Yamagata","","","","","","","","","","","","","","","","","",""
"","","","","JPB07","Fukushima","","","","","","","","","","","","","","","","","",""
"","","","","JPC","Northern-Kanto, Koshin","","","","","","","","","","","","","","","","","",""
"","","","","JPC08","Ibaraki","","","","","","","","","","","","","","","","","",""
"","","","","JPC09","Tochigi","","","","","","","","","","","","","","","","","",""
"","","","","JPC10","Gumma","","","","","","","","","","","","","","","","","",""
"","","","","JPC19","Yamanashi","","","","","","","","","","","","","","","","","",""
"","","","","JPC20","Nagano","","","","","","","","","","","","","","","","","",""
"","","","","JPD","Southern-Kanto","","","","","","","","","","","","","","","","","",""
"","","","","JPD11","Saitama","","","","","","","","","","","","","","","","","",""
"","","","","JPD12","Chiba","","","","","","","","","","","","","","","","","",""
"","","","","JPD13","Tokyo","","","","","","","","","","","","","","","","","",""
"","","","","JPD14","Kanagawa","","","","","","","","","","","","","","","","","",""
"","","","","JPE","Hokuriku","","","","","","","","","","","","","","","","","",""
"","","","","JPE15","Niigata","","","","","","","","","","","","","","","","","",""
"","","","","JPE16","Toyama","","","","","","","","","","","","","","","","","",""
"","","","","JPE17","Ishikawa","","","","","","","","","","","","","","","","","",""
"","","","","JPE18","Fukui","","","","","","","","","","","","","","","","","",""
"","","","","JPF","Toukai","","","","","","","","","","","","","","","","","",""
"","","","","JPF21","Gifu","","","","","","","","","","","","","","","","","",""
"","","","","JPF22","Shizuoka","","","","","","","","","","","","","","","","","",""
"","","","","JPF23","Aichi","","","","","","","","","","","","","","","","","",""
"","","","","JPF24","Mie","","","","","","","","","","","","","","","","","",""
"","","","","JPG","Kansai region","","","","","","","","","","","","","","","","","",""
"","","","","JPG25","Shiga","","","","","","","","","","","","","","","","","",""
"","","","","JPG26","Kyoto","","","","","","","","","","","","","","","","","",""
"","","","","JPG27","Osaka","","","","","","","","","","","","","","","","","",""
"","","","","JPG28","Hyogo","","","","","","","","","","","","","","","","","",""
"","","","","JPG29","Nara","","","","","","","","","","","","","","","","","",""
"","","","","JPG30","Wakayama","","","","","","","","","","","","","","","","","",""
"","","","","JPH","Chugoku","","","","","","","","","","","","","","","","","",""
"","","","","JPH31","Tottori","","","","","","","","","","","","","","","","","",""
"","","","","JPH32","Shimane","","","","","","","","","","","","","","","","","",""
"","","","","JPH33","Okayama","","","","","","","","","","","","","","","","","",""
"","","","","JPH34","Hiroshima","","","","","","","","","","","","","","","","","",""
"","","","","JPH35","Yamaguchi","","","","","","","","","","","","","","","","","",""
"","","","","JPI","Shikoku","","","","","","","","","","","","","","","","","",""
"","","","","JPI36","Tokushima","","","","","","","","","","","","","","","","","",""
"","","","","JPI37","Kagawa","","","","","","","","","","","","","","","","","",""
"","","","","JPI38","Ehime","","","","","","","","","","","","","","","","","",""
"","","","","JPI39","Kochi","","","","","","","","","","","","","","","","","",""
"","","","","JPJ","Kyushu, Okinawa","","","","","","","","","","","","","","","","","",""
"","","","","JPJ40","Fukuoka","","","","","","","","","","","","","","","","","",""
"","","","","JPJ41","Saga","","","","","","","","","","","","","","","","","",""
"","","","","JPJ42","Nagasaki","","","","","","","","","","","","","","","","","",""
"","","","","JPJ43","Kumamoto","","","","","","","","","","","","","","","","","",""
"","","","","JPJ44","Oita","","","","","","","","","","","","","","","","","",""
"","","","","JPJ45","Miyazaki","","","","","","","","","","","","","","","","","",""
"","","","","JPJ46","Kagoshima","","","","","","","","","","","","","","","","","",""
"","","","","JPJ47","Okinawa","","","","","","","","","","","","","","","","","",""
"","","","","KOR","Korea","","","","","","","","","","","","","","","","","",""
"","","","","KR01","Capital Region (KR)","","","","","","","","","","","","","","","","","",""
"","","","","KR011","Seoul","","","","","","","","","","","","","","","","","",""
"","","","","KR012","Incheon","","","","","","","","","","","","","","","","","",""
"","","","","KR013","Gyeonggi-do","","","","","","","","","","","","","","","","","",""
"","","","","KR02","Gyeongnam Region","","","","","","","","","","","","","","","","","",""
"","","","","KR021","Busan","","","","","","","","","","","","","","","","","",""
"","","","","KR022","Ulsan","","","","","","","","","","","","","","","","","",""
"","","","","KR023","Gyeongsangnam-do","","","","","","","","","","","","","","","","","",""
"","","","","KR03","Gyeongbuk Region","","","","","","","","","","","","","","","","","",""
"","","","","KR031","Daegu","","","","","","","","","","","","","","","","","",""
"","","","","KR032","Gyeongsangbuk-do","","","","","","","","","","","","","","","","","",""
"","","","","KR04","Jeolla Region","","","","","","","","","","","","","","","","","",""
"","","","","KR041","Gwangju","","","","","","","","","","","","","","","","","",""
"","","","","KR042","Jeollabuk-do","","","","","","","","","","","","","","","","","",""
"","","","","KR043","Jeollanam-do","","","","","","","","","","","","","","","","","",""
"","","","","KR05","Chungcheong Region","","","","","","","","","","","","","","","","","",""
"","","","","KR051","Daejeon","","","","","","","","","","","","","","","","","",""
"","","","","KR052","Chungcheongbuk-do","","","","","","","","","","","","","","","","","",""
"","","","","KR053","Chungcheongnam-do","","","","","","","","","","","","","","","","","",""
"","","","","KR06","Gangwon Region","","","","","","","","","","","","","","","","","",""
"","","","","KR061","Gangwon-do","","","","","","","","","","","","","","","","","",""
"","","","","KR07","Jeju","","","","","","","","","","","","","","","","","",""
"","","","","KR071","Jeju-do","","","","","","","","","","","","","","","","","",""
"","","","","LUX","Luxembourg","","","","","","","","","","","","","","","","","",""
"","","","","LU00","Luxembourg","","","","","","","","","","","","","","","","","",""
"","","","","LU000","Luxembourg","","","","","","","","","","","","","","","","","",""
"","","","","ME01","Aguascalientes","","","","","","","","","","","","","","","","","",""
"","","","","ME01R1","Aguacalientes, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME01R2","Aguacalientes, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME02","Baja California Norte","","","","","","","","","","","","","","","","","",""
"","","","","ME02R1","Baja California Norte, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME02R2","Baja California Norte, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME02R3","Baja California Norte, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME02R4","Baja California Norte, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME03","Baja California Sur","","","","","","","","","","","","","","","","","",""
"","","","","ME03R1","Baja California Sur, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME03R2","Baja California Sur, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME03R3","Baja California Sur, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME03R4","Baja California Sur, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME04","Campeche","","","","","","","","","","","","","","","","","",""
"","","","","ME04R1","Campeche, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME04R2","Campeche, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME04R3","Campeche, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME04R4","Campeche, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME05","Coahuila","","","","","","","","","","","","","","","","","",""
"","","","","ME05R1","Coahuila, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME05R2","Coahuila, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME05R3","Coahuila, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME05R4","Coahuila, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME05R5","Coahuila, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME05R6","Coahuila, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME06","Colima","","","","","","","","","","","","","","","","","",""
"","","","","ME06R1","Colima, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME06R2","Colima, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME06R3","Colima, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME07","Chiapas","","","","","","","","","","","","","","","","","",""
"","","","","ME07R1","Chiapas, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME07R2","Chiapas, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME07R3","Chiapas, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME07R4","Chiapas, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME07R5","Chiapas, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME07R6","Chiapas, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME07R7","Chiapas, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME07R8","Chiapas, R8","","","","","","","","","","","","","","","","","",""
